,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.82,0.82,0.46,0.32,0.28,0.44,0.52,0.12,0.34,0.37,0.26
badtrinitycore.csv,0.0,0.03,0.38,0.52,0.23,0.0,0.06,0.28,0.23,0.2,0.4
boost.csv,0.69,0.79,0.38,0.22,0.27,0.03,0.32,0.25,0.63,0.6,0.54
electric-core.csv,0.71,0.78,0.49,0.29,0.27,0.34,0.41,0.25,0.52,0.59,0.53
java-gnome.csv,0.37,0.48,0.16,0.1,0.26,0.88,0.41,0.17,0.46,0.48,0.43
miranda-icq.csv,0.71,0.86,0.45,0.2,0.22,0.09,0.47,0.32,0.44,0.66,0.39
ofbiz.csv,0.65,0.86,0.3,0.18,0.23,0.43,0.41,0.24,0.54,0.78,0.61
olsrd.csv,0.76,0.82,0.47,0.29,0.3,0.43,0.43,0.3,0.49,0.66,0.44
opensim4opencog.csv,0.74,0.74,0.47,0.32,0.3,0.26,0.38,0.26,0.43,0.71,0.53
t-2.csv,0.56,0.64,0.29,0.22,0.17,0.06,0.35,0.45,0.51,0.62,0.64
xcf.csv,0.69,0.78,0.45,0.29,0.18,0.57,0.46,0.23,0.48,0.63,0.78
