,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.77,0.88,0.38,0.22,0.19,0.75,0.51,0.09,0.45,0.75,0.71
badtrinitycore.csv,0.0,0.5,0.32,0.38,0.17,0.0,0.11,0.22,0.42,0.71,0.69
boost.csv,0.54,0.92,0.26,0.14,0.17,0.33,0.28,0.15,0.56,0.72,0.55
electric-core.csv,0.57,0.82,0.41,0.18,0.17,0.86,0.31,0.14,0.46,0.66,0.53
java-gnome.csv,0.58,0.73,0.19,0.23,0.17,0.96,0.3,0.11,0.35,0.69,0.67
miranda-icq.csv,0.61,0.77,0.35,0.13,0.13,0.43,0.4,0.25,0.48,0.69,0.64
ofbiz.csv,0.52,0.77,0.19,0.1,0.13,0.59,0.26,0.14,0.38,0.81,0.57
olsrd.csv,0.62,0.93,0.37,0.19,0.19,0.77,0.3,0.2,0.54,0.7,0.77
opensim4opencog.csv,0.62,0.9,0.36,0.2,0.21,0.53,0.31,0.16,0.51,0.79,0.92
t-2.csv,0.54,0.8,0.21,0.14,0.1,0.4,0.24,0.35,0.4,0.84,0.54
xcf.csv,0.55,0.9,0.34,0.18,0.11,0.89,0.35,0.13,0.52,0.77,0.74
