,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.15,0.1,0.2,0.87,0.5,0.66,0.83
clamav.csv,0.18,0.25,0.22,0.82,0.67,0.48,0.86
k3b.csv,0.18,0.11,0.3,0.85,0.5,0.4,0.81
kindb.csv,0.28,0.13,0.67,0.84,0.0,0.49,0.93
pclasses.csv,0.47,0.0,0.33,0.25,0.5,0.22,0.57
re2c.csv,0.2,0.86,1.0,0.67,0.56,0.16,1.0
thrust.csv,0.12,0.13,0.5,0.68,0.0,0.16,0.0
