,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.2,0.51,0.43,0.17,0.11,0.17,0.31
clamav.csv,0.41,0.18,0.15,0.29,0.19,0.38,0.25
k3b.csv,0.82,0.96,0.66,0.29,0.11,0.55,0.38
kindb.csv,0.23,0.65,0.06,0.21,0.0,0.36,0.12
pclasses.csv,0.16,0.1,0.04,0.12,0.31,0.47,0.19
re2c.csv,0.14,0.02,0.0,0.46,0.11,0.45,0.0
thrust.csv,0.12,0.39,0.21,0.33,0.06,0.53,0.0
