,recall,precision,pf,wins
avisynth2.csv,0.09,0.5,0.02,12
botsnscouts.csv,0.71,0.51,0.45,10
bscwweasel.csv,0.39,0.5,0.22,11
bzbyte.csv,0.9,0.38,0.88,0
capcode.csv,0.43,0.43,0.38,5
emite.csv,0.28,0.61,0.19,14
fbmanager.csv,0.52,0.64,0.18,17
lcfizvtop.csv,0.67,0.45,0.44,8
mediaportal.csv,0.28,0.67,0.11,16
nodal.csv,0.34,0.57,0.23,13
paintown.csv,0.89,0.47,0.91,1
powerfolder.csv,0.39,0.48,0.25,9
retromenu.csv,0.19,0.63,0.06,15
smbopensoft.csv,0.83,0.44,0.81,2
sqlpower-library.csv,0.98,0.49,0.9,3
st-filteredstatistics.csv,0.79,0.48,0.77,4
triplea.csv,0.67,0.53,0.57,7
uface.csv,0.95,0.52,0.77,6
