,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.96,0.97,0.95,0.81,0.84,0.54,0.61,0.7,0.87,0.47,0.66,0.25,0.74,0.73,0.76,0.83
fleet-simulator.csv,0.99,0.96,0.39,1.0,1.0,0.62,0.83,0.8,0.91,0.49,0.99,0.02,0.78,0.83,0.78,0.87
geogebra.csv,0.46,0.61,0.11,0.88,0.48,0.94,0.69,0.71,0.68,0.64,0.66,0.63,0.67,0.43,0.93,0.82
gtad.csv,0.18,0.87,0.36,0.92,0.54,0.73,0.51,0.63,1.03,0.6,0.88,0.76,0.67,0.66,0.96,0.68
hibernate.csv,0.45,0.82,0.51,0.81,0.51,0.97,0.67,0.66,0.48,0.94,0.9,0.91,0.51,0.5,0.74,0.66
ipfire-wall.csv,0.51,0.85,1.0,0.84,0.32,0.91,0.55,0.7,0.36,0.6,0.91,0.72,0.8,0.6,0.83,0.66
irplus.csv,0.48,0.79,1.0,0.66,0.36,0.78,0.49,0.45,0.3,0.38,0.69,0.61,0.65,0.45,0.83,0.65
mumble.csv,0.52,0.83,1.28,0.67,1.0,0.69,0.22,0.88,1.05,0.56,0.72,0.02,0.65,0.69,0.85,0.84
ondex.csv,0.65,1.0,1.06,0.95,0.71,0.77,0.49,0.67,0.95,0.93,0.5,0.78,0.67,0.62,0.88,0.47
powerfolder.csv,0.27,0.76,1.01,0.81,0.59,0.83,0.49,0.74,0.09,0.67,0.8,0.61,0.62,0.69,0.78,0.49
projectts.csv,0.44,0.55,0.84,0.86,0.66,0.67,0.57,0.74,0.5,0.38,0.77,0.57,0.65,0.52,0.9,0.71
quantlib.csv,1.07,1.0,1.0,0.64,1.0,0.77,1.0,0.91,1.0,0.99,0.99,0.76,1.0,1.0,0.41,1.0
smartgwt.csv,0.62,0.66,0.26,0.58,0.64,0.67,0.59,0.76,0.14,0.31,0.66,1.3,0.69,0.55,0.77,0.58
tweetsharp.csv,1.07,0.68,0.97,0.65,0.95,0.93,0.66,0.77,1.09,1.05,0.76,1.26,0.79,0.87,0.94,0.33
wxlua.csv,1.01,0.8,0.54,0.52,0.77,0.83,0.72,0.84,0.24,0.27,0.79,1.33,0.72,0.84,0.73,0.81
