,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.96,0.96,0.95,0.25,0.11,0.47,0.09,0.27,0.84,0.4,0.44,0.25,0.65,0.65,0.12,0.27
fleet-simulator.csv,0.99,0.96,0.39,1.0,1.0,0.53,0.83,0.8,0.89,0.09,0.99,0.0,0.75,0.83,0.78,0.87
geogebra.csv,0.46,0.37,0.11,0.0,0.35,0.03,0.68,0.48,0.31,0.03,0.41,0.0,0.22,0.25,0.17,0.73
gtad.csv,0.18,0.07,0.36,0.0,0.22,0.24,0.18,0.2,0.26,0.05,0.1,0.0,0.19,0.07,0.07,0.4
hibernate.csv,0.45,0.15,0.51,0.5,0.43,0.97,0.58,0.16,0.48,0.94,0.88,0.0,0.26,0.37,0.4,0.53
ipfire-wall.csv,0.1,0.11,0.08,0.12,0.27,0.06,0.28,0.18,0.3,0.3,0.07,0.0,0.11,0.32,0.26,0.13
irplus.csv,0.48,0.3,0.03,0.25,0.32,0.41,0.45,0.27,0.3,0.28,0.34,0.0,0.16,0.24,0.24,0.6
mumble.csv,0.14,0.78,0.8,0.12,0.0,0.15,0.18,0.7,0.69,0.16,0.61,0.0,0.44,0.54,0.84,0.4
ondex.csv,0.41,0.04,0.36,0.0,0.62,0.41,0.4,0.2,0.74,0.01,0.27,0.0,0.25,0.15,0.12,0.13
powerfolder.csv,0.27,0.3,0.13,0.0,0.49,0.71,0.43,0.36,0.09,0.21,0.12,0.12,0.24,0.28,0.52,0.2
projectts.csv,0.44,0.37,0.84,0.25,0.49,0.18,0.54,0.59,0.3,0.11,0.54,0.12,0.25,0.3,0.43,0.6
quantlib.csv,0.38,0.0,0.0,0.62,0.0,0.35,0.02,0.25,0.05,0.99,0.99,0.0,1.0,1.0,0.29,0.0
smartgwt.csv,0.62,0.41,0.26,0.25,0.62,0.44,0.57,0.02,0.14,0.2,0.55,0.88,0.16,0.34,0.51,0.53
tweetsharp.csv,0.38,0.59,0.97,0.38,0.62,0.91,0.49,0.48,0.74,0.65,0.56,0.88,0.67,0.54,0.44,0.2
wxlua.csv,0.87,0.74,0.54,0.5,0.76,0.76,0.66,0.09,0.24,0.22,0.36,1.0,0.25,0.56,0.62,0.8
