,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.77,0.68,0.69,0.73,0.53
jchassis.csv,0.0,0.0,0.5,0.0,0.0
panda3d.csv,0.43,0.77,0.7,0.56,0.64
scenemonitor.csv,0.56,0.42,0.59,0.57,0.4
xcf.csv,0.37,0.51,0.5,0.5,0.52
