,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.95,0.43,0.0,0.68,0.67,0.75
arsenal-1.csv,0.81,0.25,0.67,1.0,0.38,0.61
barracudamvc.csv,0.95,0.44,0.46,0.39,0.28,0.16
mevenide.csv,0.82,0.36,0.5,0.67,0.5,0.54
mumble.csv,0.87,0.46,0.41,0.33,0.66,0.14
openintents.csv,0.86,0.67,0.47,0.38,0.13,0.22
