,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.8,0.88,1.0,0.34,0.76,0.9
arsenal-1.csv,0.87,0.96,0.44,0.95,0.88,0.63
barracudamvc.csv,0.38,0.82,1.0,0.98,0.98,0.99
mevenide.csv,0.86,0.78,0.8,0.91,0.88,0.34
mumble.csv,0.63,0.79,0.84,0.89,0.23,0.91
openintents.csv,0.72,0.45,1.0,0.88,0.99,0.8
