,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.33,0.2,0.0,0.72,0.35,0.18
arsenal-1.csv,0.73,0.07,0.67,0.09,0.18,0.47
barracudamvc.csv,0.79,0.59,0.62,0.54,0.44,0.24
mevenide.csv,0.74,0.37,0.31,0.16,0.19,0.62
mumble.csv,0.77,0.62,0.47,0.19,0.74,0.18
openintents.csv,0.49,0.64,0.64,0.5,0.17,0.32
