,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.3,0.7,0.56,0.74,1.02
lcfizvtop.csv,0.86,0.63,0.76,0.61,0.33
migen.csv,0.77,0.42,0.95,0.86,0.75
mvnforum.csv,1.0,0.71,0.46,0.92,0.93
plplot.csv,0.93,0.78,0.78,0.44,0.82
