,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.52,0.44,0.38,0.72,0.62
lcfizvtop.csv,0.34,0.31,0.37,0.41,0.48
migen.csv,0.44,0.43,0.86,0.89,0.64
mvnforum.csv,0.0,0.9,0.58,0.66,0.9
plplot.csv,0.38,0.44,0.4,0.62,0.52
