,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.76,0.46,0.4,0.28,0.08
lcfizvtop.csv,0.4,0.5,0.26,0.32,0.4
migen.csv,0.44,0.65,0.14,0.33,0.27
mvnforum.csv,0.0,0.55,0.46,0.21,0.1
plplot.csv,0.46,0.44,0.29,0.5,0.14
