,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,8.0,1.0,1.0,0.0,38.0,1.0,0.0,0.0,2.0
fritzing.csv,0.0,4.0,1.0,1.0,0.0,45.0,0.0,0.0,2.0,2.0
jlinalg.csv,0.0,14.0,1.0,1.0,0.0,206.0,2.0,9.0,1.0,0.0
knowledge.csv,0.0,12.0,0.0,1.0,0.0,244.0,5.0,5.0,2.0,0.0
massiv.csv,0.0,6.0,1.0,140.0,66.0,1.0,57.0,0.0,55.0,123.0
multitude.csv,0.0,2.0,1.0,1.0,0.0,139.0,13.0,2.0,2.0,0.0
playerstage.csv,0.0,8.0,0.0,0.0,0.0,94.0,0.0,4.0,5.0,3.0
quarkplusplus.csv,0.0,15.0,1.0,1.0,0.0,68.0,4.0,7.0,1.0,0.0
rtrt-on-gpu.csv,0.0,21.0,2.0,4.0,0.0,561.0,2.0,65.0,8.0,0.0
superwaba.csv,0.0,0.0,2.0,0.0,0.0,137.0,9.0,2.0,0.0,1.0
