,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.44,0.56,0.62,0.52,0.54,0.54,0.12,0.75,0.5,0.39
fritzing.csv,0.62,0.7,0.76,0.64,0.77,0.71,0.12,0.29,0.64,0.47
jlinalg.csv,0.8,0.46,0.37,0.56,0.54,0.73,0.31,0.6,0.67,0.55
knowledge.csv,0.79,0.7,0.68,0.47,0.88,0.63,0.24,0.55,0.62,0.61
massiv.csv,0.17,0.35,0.41,0.0,0.0,0.99,0.0,0.63,0.0,0.0
multitude.csv,0.0,0.54,0.69,0.59,0.67,0.72,0.49,0.71,0.62,0.69
playerstage.csv,0.49,0.64,0.76,0.74,0.74,0.53,0.12,0.57,0.49,0.47
quarkplusplus.csv,0.0,0.62,0.59,0.6,0.7,0.54,0.12,0.56,0.63,0.42
rtrt-on-gpu.csv,0.22,0.38,0.2,0.35,0.26,0.0,0.81,0.0,0.14,0.39
superwaba.csv,0.36,0.7,0.61,0.45,0.61,0.68,0.51,0.66,0.37,0.49
