,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.66,0.47,0.58,0.61,0.53,0.0,0.68,0.59,0.52,0.61,0.63,0.59,0.55,0.0,0.58,0.59,0.61
codepurge.csv,0.55,0.0,0.67,0.27,0.34,0.76,0.3,0.35,0.51,0.61,0.69,0.57,0.2,0.0,0.66,0.5,0.45
crisscross.csv,0.09,0.21,0.69,0.38,0.56,0.09,0.52,0.0,0.0,0.4,0.53,0.24,0.32,0.09,0.0,0.64,0.41
elvishrayrenderer.csv,0.52,0.26,0.47,0.33,0.48,0.0,0.42,0.7,0.65,0.74,0.52,0.49,0.68,0.0,0.71,0.36,0.47
gisgraphy.csv,0.23,0.0,0.33,0.18,0.01,0.0,0.18,0.28,0.26,0.47,0.57,0.44,0.37,0.0,0.21,0.59,0.78
ivataopenportal.csv,0.61,0.0,0.57,0.46,0.74,0.0,0.52,0.0,0.49,0.27,0.0,0.0,0.66,0.13,0.63,0.35,0.3
lite.csv,0.09,0.0,0.06,0.11,0.43,0.85,0.18,0.41,0.34,0.78,0.0,0.54,0.52,0.0,0.33,0.51,0.16
mb-unit.csv,0.0,0.51,0.23,0.66,0.0,0.27,0.45,0.0,0.53,0.59,0.28,0.57,0.67,0.0,0.0,0.39,0.16
nova.csv,0.5,0.77,0.4,0.46,0.35,0.72,0.35,0.0,0.26,0.23,0.42,0.48,0.31,0.47,0.47,0.41,0.31
olex2.csv,0.21,0.42,0.54,0.59,0.05,0.0,0.53,0.35,0.65,0.37,0.25,0.69,0.47,0.09,0.47,0.58,0.32
openwbem.csv,0.58,0.58,0.52,0.55,0.51,0.88,0.52,0.69,0.58,0.37,0.33,0.64,0.36,0.36,0.54,0.67,0.62
stajistics.csv,0.33,0.0,0.05,0.58,0.51,0.0,0.6,0.0,0.54,0.71,0.3,0.31,0.7,0.0,0.24,0.25,0.37
uwom.csv,0.59,0.0,0.17,0.51,0.3,0.69,0.41,0.0,0.41,0.55,0.1,0.02,0.66,0.72,0.55,0.8,0.62
xcmetadataservicestoolkit.csv,0.5,0.0,0.33,0.55,0.5,0.27,0.55,0.0,0.77,0.24,0.38,0.36,0.27,0.13,0.67,0.35,0.34
