,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.45,0.07,0.37,0.29,0.87,0.51
chaperon.csv,0.34,0.28,0.35,0.99,0.33,0.51
mule.csv,0.68,0.02,0.15,0.54,0.46,0.55
nunit.csv,0.46,0.67,0.3,0.52,0.52,0.71
springside.csv,0.64,0.72,0.28,0.48,0.52,0.7
swtfox.csv,0.49,0.35,0.71,0.43,0.17,0.57
