,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.62,0.59,0.72,0.72,0.52,0.64,0.73,0.98,0.54,0.37,0.54,0.97,0.56,0.7,0.77
cornerstone.csv,0.97,0.82,0.59,0.98,0.45,0.41,0.75,0.9,0.62,0.39,0.82,0.84,0.39,0.42,1.0
esmf.csv,0.89,0.42,0.91,0.65,0.79,0.84,0.8,0.55,0.63,0.78,0.54,0.81,0.92,0.88,0.86
frogatto.csv,0.57,0.63,0.56,0.67,0.8,0.67,0.39,0.97,0.52,0.51,0.78,0.95,0.41,0.69,0.7
gretl.csv,0.61,0.69,0.86,0.65,0.56,0.62,0.96,0.63,0.51,0.54,0.51,0.66,0.91,0.29,0.5
kindb.csv,0.5,0.72,0.68,0.62,0.5,0.82,0.51,0.88,0.72,0.95,0.59,0.75,0.52,0.24,0.66
libtorrent.csv,0.84,0.5,0.63,0.63,0.83,0.9,0.94,0.61,0.57,0.7,0.47,0.62,0.48,0.56,0.91
mia.csv,0.59,0.8,0.96,0.68,0.8,0.61,0.87,0.4,0.63,0.73,0.77,0.81,1.0,0.64,0.76
open-beos.csv,0.66,0.47,0.75,0.45,0.46,0.71,0.71,0.61,0.71,0.57,0.41,0.55,0.56,1.0,0.8
pidgin.csv,0.69,0.47,0.59,0.6,0.41,0.79,0.69,0.65,0.61,0.91,0.51,0.58,0.37,0.39,0.77
quantlib.csv,0.62,0.95,0.95,1.0,1.0,0.8,0.83,0.76,1.0,0.95,0.75,0.89,0.92,0.64,0.44
riff-evolve.csv,0.64,0.54,0.51,0.6,0.44,0.62,0.34,0.5,0.7,0.8,0.59,0.42,0.44,0.56,0.85
tokratan.csv,0.6,0.51,0.83,0.6,0.77,0.63,0.46,0.91,0.49,0.62,0.51,0.51,0.78,0.34,0.92
upp-mirror.csv,0.63,0.57,0.43,0.64,0.57,0.73,0.49,0.55,0.69,0.9,0.58,0.67,0.63,0.5,0.4
wxcrp.csv,0.49,0.84,0.76,0.88,0.66,0.75,0.79,0.95,0.76,0.7,0.65,0.95,0.63,0.82,0.81
