,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.59,0.5,0.66,0.67,0.47,0.6,0.73,0.98,0.43,0.31,0.5,0.97,0.48,0.69,0.74
cornerstone.csv,0.01,0.09,0.32,0.01,0.34,0.3,0.15,0.15,0.1,0.25,0.0,0.12,0.27,0.06,0.0
esmf.csv,0.88,0.25,0.17,0.61,0.78,0.79,0.73,0.39,0.13,0.5,0.39,0.78,0.09,0.88,0.76
frogatto.csv,0.56,0.62,0.51,0.63,0.8,0.62,0.28,0.97,0.43,0.42,0.78,0.95,0.24,0.69,0.65
gretl.csv,0.49,0.59,0.85,0.61,0.44,0.57,0.96,0.59,0.43,0.42,0.28,0.58,0.91,0.12,0.41
kindb.csv,0.43,0.19,0.63,0.5,0.16,0.81,0.47,0.88,0.03,0.0,0.28,0.72,0.3,0.19,0.31
libtorrent.csv,0.84,0.5,0.44,0.6,0.83,0.89,0.94,0.57,0.53,0.36,0.39,0.54,0.39,0.56,0.91
mia.csv,0.29,0.12,0.07,0.37,0.3,0.45,0.02,0.21,0.33,0.22,0.67,0.26,0.0,0.62,0.28
open-beos.csv,0.48,0.25,0.37,0.25,0.27,0.28,0.23,0.34,0.7,0.28,0.06,0.27,0.18,1.0,0.38
pidgin.csv,0.65,0.29,0.46,0.3,0.33,0.74,0.19,0.42,0.4,0.11,0.28,0.42,0.24,0.06,0.65
quantlib.csv,0.23,0.94,0.95,1.0,1.0,0.53,0.64,0.24,1.0,0.03,0.56,0.53,0.12,0.44,0.29
riff-evolve.csv,0.2,0.24,0.34,0.19,0.19,0.53,0.21,0.42,0.07,0.03,0.11,0.25,0.15,0.06,0.15
tokratan.csv,0.13,0.43,0.15,0.29,0.75,0.26,0.22,0.9,0.3,0.17,0.22,0.32,0.0,0.25,0.07
upp-mirror.csv,0.16,0.44,0.32,0.36,0.36,0.17,0.16,0.48,0.13,0.03,0.33,0.29,0.24,0.06,0.22
wxcrp.csv,0.29,0.8,0.68,0.86,0.12,0.7,0.78,0.93,0.0,0.03,0.5,0.95,0.52,0.0,0.78
