,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,jedit.csv
benojt.csv,4.0,4.0,,42.0,1.0,42.0,0.0
chrysalis.csv,0.0,0.0,0.0,6.0,1.0,,9.0
jahshaka.csv,,1.0,0.0,3.0,0.0,1.0,1.0
jam-daq.csv,0.0,1.0,0.0,12.0,,9.0,2.0
jatlas.csv,1.0,0.0,0.0,,2.0,0.0,2.0
jedit.csv,4.0,3.0,0.0,41.0,1.0,35.0,
open-media-library.csv,2.0,,0.0,7.0,0.0,160.0,6.0
