,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.46,0.66,0.44,0.6
n2cms.csv,0.76,0.64,0.43,0.69
nassp.csv,0.33,0.34,0.33,0.81
nug.csv,0.42,0.09,0.76,0.54
