,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.42,0.64,0.59,0.58
n2cms.csv,0.75,0.64,0.47,0.92
nassp.csv,0.29,0.29,0.29,0.83
nug.csv,0.85,0.07,0.76,0.58
