,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.55,0.52,0.29,0.5
n2cms.csv,0.57,0.42,0.36,0.37
nassp.csv,0.69,0.88,0.56,0.5
nug.csv,0.42,0.92,0.76,0.56
