,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.65,0.45,0.88,0.53
n2cms.csv,0.32,0.51,0.87,0.66
nassp.csv,0.77,0.72,0.77,0.31
nug.csv,0.88,0.95,0.32,0.72
