,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.35,0.51,0.75,0.03,0.32,0.54,0.93,0.18,0.05,0.46,0.48,0.32,0.92
avisynth2.csv,0.36,0.17,0.0,0.2,0.5,0.38,0.8,0.0,0.6,0.5,0.0,0.0,0.62
beast-mcmc.csv,0.55,0.55,0.58,0.03,0.45,0.58,0.84,0.43,0.06,0.52,0.55,0.33,0.83
dataobjectsdotnet.csv,0.39,0.58,0.53,0.0,0.29,0.6,0.78,0.42,0.06,0.56,0.49,0.28,0.57
exist.csv,0.34,0.46,0.54,0.05,0.26,0.8,0.72,0.37,0.06,0.43,0.44,0.29,0.86
foursquared.csv,0.52,0.5,0.71,0.0,0.6,0.55,0.81,0.67,0.18,0.58,0.38,0.31,0.62
jaxlib.csv,0.29,0.52,0.58,0.5,0.24,0.53,0.7,0.44,0.08,0.46,0.4,0.27,0.64
jrefactory.csv,0.2,0.69,0.58,0.06,0.27,0.83,0.62,0.32,0.0,0.41,0.34,0.32,0.65
nodal.csv,0.32,0.64,0.58,0.03,0.65,0.56,0.73,0.38,0.0,0.44,0.52,0.3,0.86
opendvr.csv,0.4,0.43,0.71,0.04,0.32,0.69,0.84,0.45,0.05,0.43,0.45,0.48,0.92
pokenetonline.csv,0.3,0.51,0.57,0.04,0.31,0.57,0.89,0.42,0.05,0.41,0.46,0.31,0.93
simplewebservices.csv,0.28,0.5,0.55,0.04,0.29,0.66,0.71,0.36,0.04,0.41,0.58,0.28,0.8
uface.csv,0.4,0.54,0.59,0.02,0.25,0.59,0.93,0.4,0.05,0.46,0.44,0.28,0.96
