,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.09,0.47,0.7,0.6,0.1,0.64,0.49
glelite.csv,0.45,0.19,0.71,0.59,0.77,0.41,0.98
moving-pictures.csv,0.44,0.23,0.31,0.65,0.06,0.41,0.48
plearn.csv,0.51,0.1,0.14,0.3,0.41,0.35,0.73
re2c.csv,0.35,0.92,0.29,0.58,0.46,0.51,0.48
rebecca-aiml.csv,0.42,0.28,0.65,0.64,0.65,0.78,0.67
xfce.csv,0.51,0.12,0.45,0.56,0.74,0.4,0.84
