,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.58,0.57,0.49,0.47,0.46,0.56,0.46,0.74,0.5,0.78
ffigo.csv,0.57,0.8,0.56,0.44,0.57,0.97,0.9,0.42,0.46,0.97
ildjit.csv,0.9,0.67,0.85,0.86,0.85,0.97,0.76,0.96,0.88,0.81
proftp.csv,0.86,0.75,0.82,0.37,0.88,0.92,0.61,0.47,0.55,0.9
skia.csv,0.58,0.45,0.47,0.33,0.79,0.52,0.36,0.8,0.43,0.41
tencompetence.csv,0.65,0.53,0.97,0.89,0.96,0.74,0.69,0.94,0.94,0.66
theresa.csv,0.47,0.5,0.56,0.37,0.42,0.97,0.37,0.44,0.42,0.6
wxjs.csv,0.0,0.0,0.5,0.94,0.0,0.88,0.73,0.0,0.93,0.94
xstore.csv,0.45,0.46,0.49,0.43,0.4,0.46,0.74,0.36,0.43,0.46
