,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.67,0.41,0.84,0.81,0.73,0.81
jruby.csv,0.68,0.77,0.44,0.84,0.76,0.53
pdfedit.csv,0.8,0.78,0.72,0.39,0.66,0.74
rectracker.csv,0.83,0.71,0.27,0.79,0.61,1.0
wxlua.csv,0.8,0.71,0.56,0.77,0.63,0.9
x4x.csv,0.45,0.73,0.72,0.83,0.61,1.0
