,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.79,0.59,1.0,0.45,0.96,0.88
jruby.csv,0.81,0.35,0.82,0.64,0.96,0.91
pdfedit.csv,0.77,0.31,0.69,0.71,0.94,0.86
rectracker.csv,0.8,0.38,0.89,0.54,0.93,0.87
wxlua.csv,0.77,0.35,0.82,0.49,0.94,0.8
x4x.csv,0.88,0.4,0.7,0.5,0.94,0.87
