,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.65,0.63,0.28,0.5,0.44,0.35
jruby.csv,0.54,0.31,0.76,0.26,0.4,0.78
pdfedit.csv,0.36,0.38,0.67,0.75,0.55,0.58
rectracker.csv,0.87,0.49,0.86,0.68,0.77,0.92
wxlua.csv,0.36,0.41,0.61,0.57,0.94,0.22
x4x.csv,0.85,0.55,0.46,0.62,0.67,0.91
