,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.5,0.26,0.0,0.67,0.12,0.21
jruby.csv,0.33,0.28,0.33,0.09,0.12,0.42
pdfedit.csv,0.25,0.59,0.63,0.33,0.25,0.47
rectracker.csv,0.83,0.65,0.22,0.79,0.5,1.0
wxlua.csv,0.25,0.48,0.22,0.7,0.62,0.21
x4x.csv,0.42,0.72,0.3,0.81,0.38,1.0
