,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.83,1.01,0.72,0.0,0.74,0.54,0.71,0.72,0.95,0.81,0.92,0.83,0.66,0.59,0.76
encog-cs.csv,1.26,0.59,0.59,1.0,0.79,0.85,0.91,0.89,0.03,0.91,0.83,0.92,0.7,0.97,0.9
extprosys.csv,0.94,1.01,0.1,0.86,0.92,0.89,0.78,0.91,0.95,0.95,0.93,0.82,0.96,0.92,0.82
ibatisdb.csv,1.0,0.89,0.88,0.89,0.77,0.86,0.77,0.81,0.94,0.98,0.84,0.94,0.87,0.06,0.64
intact.csv,0.5,0.51,0.75,0.76,0.59,0.07,0.56,0.77,0.55,0.88,0.64,0.73,0.61,0.88,0.6
japano.csv,0.94,1.01,0.52,0.7,0.95,0.84,0.62,0.0,0.85,0.95,0.92,0.95,0.94,0.96,0.9
lockss.csv,1.0,0.98,0.87,0.95,0.93,0.94,0.92,0.91,0.85,0.14,1.01,0.7,0.95,1.0,0.89
ofbiz.csv,1.08,0.7,0.69,0.72,0.78,0.84,0.61,0.79,0.65,0.74,0.55,0.95,0.0,0.48,0.51
officefloor.csv,1.03,0.67,0.79,0.87,0.67,0.78,0.93,0.79,0.99,0.93,0.26,0.75,1.0,0.86,0.75
opennms.csv,0.17,1.02,0.91,0.89,0.04,0.84,0.67,0.93,0.92,0.87,0.9,0.81,0.87,0.9,1.0
rohxel.csv,0.75,0.86,0.57,0.58,0.73,0.7,0.03,0.71,0.83,0.63,0.67,0.84,0.65,0.6,0.67
roolo.csv,1.02,0.86,0.91,0.89,0.83,0.8,0.9,0.81,0.88,0.75,0.8,0.05,0.79,0.86,0.89
sevenupdate.csv,1.37,0.0,1.0,1.0,0.91,1.0,1.01,1.0,0.86,0.86,0.94,0.76,0.86,0.94,0.81
web-cat.csv,1.06,0.54,0.79,0.81,0.64,0.67,0.9,0.77,0.64,0.77,0.73,0.67,0.73,0.91,0.0
