,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.33,0.46,0.5,0.37,0.43,0.46,0.38,0.4,0.36,0.4,0.44,0.44,0.4,0.43,0.38
encog-cs.csv,0.38,0.46,0.63,0.35,0.44,0.4,0.38,0.51,0.62,0.5,0.52,0.43,0.58,0.43,0.35
extprosys.csv,0.32,0.51,0.76,0.39,0.38,0.39,0.5,0.57,0.38,0.41,0.5,0.48,0.42,0.46,0.39
ibatisdb.csv,0.88,0.86,0.96,0.94,0.95,0.95,0.86,0.93,0.75,0.95,0.99,0.92,0.97,0.82,0.73
intact.csv,0.49,0.41,0.79,0.5,0.53,0.75,0.52,0.71,0.58,0.49,0.62,0.93,0.45,0.76,0.69
japano.csv,0.3,0.43,0.48,0.47,0.4,0.36,0.72,0.49,0.39,0.4,0.46,0.43,0.38,0.44,0.36
lockss.csv,0.75,0.0,0.97,0.83,0.8,0.89,0.83,0.91,0.93,0.95,1.0,0.89,0.94,0.75,0.5
ofbiz.csv,0.6,0.43,0.66,0.46,0.96,0.61,0.5,0.49,0.64,0.67,0.42,0.5,0.44,0.5,0.45
officefloor.csv,0.88,0.94,0.73,0.41,0.91,0.69,0.43,0.56,0.75,0.94,0.97,0.56,0.0,0.48,0.4
opennms.csv,0.95,0.75,0.91,0.92,0.75,0.89,0.56,0.9,0.88,0.89,0.99,0.89,0.97,0.95,0.0
rohxel.csv,0.35,0.45,0.55,0.42,0.46,0.46,0.45,0.52,0.38,0.42,0.54,0.46,0.47,0.49,0.33
roolo.csv,0.9,0.83,0.92,0.91,0.85,0.75,0.75,0.92,0.97,0.88,0.9,0.84,0.79,0.77,0.83
sevenupdate.csv,0.33,0.47,0.47,0.36,0.37,0.33,0.4,0.49,0.4,0.76,0.47,0.53,0.41,0.44,0.38
web-cat.csv,0.63,0.56,0.76,0.52,0.59,0.58,0.58,0.84,0.78,0.79,0.6,0.55,0.65,0.67,0.58
