,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.51,0.0,0.6,1.0,0.58,0.71,0.58,0.52,0.21,0.53,0.3,0.43,0.65,0.75,0.58
encog-cs.csv,0.0,0.64,0.58,0.0,0.54,0.45,0.33,0.37,0.98,0.41,0.49,0.3,0.55,0.13,0.35
extprosys.csv,0.24,0.0,0.92,0.43,0.32,0.41,0.54,0.36,0.23,0.2,0.36,0.52,0.2,0.32,0.5
ibatisdb.csv,0.0,0.14,0.16,0.17,0.29,0.2,0.32,0.26,0.07,0.06,0.19,0.12,0.16,0.95,0.42
intact.csv,0.83,0.62,0.3,0.52,0.58,0.94,0.54,0.34,0.57,0.43,0.5,0.34,0.5,0.17,0.47
japano.csv,0.24,0.0,0.7,0.6,0.3,0.47,0.46,1.0,0.46,0.2,0.3,0.21,0.24,0.2,0.39
lockss.csv,0.0,0.02,0.18,0.06,0.09,0.09,0.12,0.11,0.18,0.88,0.06,0.35,0.06,0.0,0.13
ofbiz.csv,0.0,0.51,0.46,0.48,0.29,0.3,0.58,0.37,0.46,0.36,0.72,0.06,1.0,0.67,0.6
officefloor.csv,0.0,0.38,0.5,0.42,0.43,0.42,0.31,0.54,0.02,0.11,0.78,0.58,0.0,0.43,0.6
opennms.csv,0.96,0.05,0.11,0.15,0.97,0.2,0.42,0.09,0.1,0.17,0.13,0.24,0.16,0.13,0.0
rohxel.csv,0.62,0.46,0.62,0.65,0.55,0.52,0.98,0.59,0.49,0.65,0.62,0.45,0.5,0.74,0.63
roolo.csv,0.0,0.23,0.11,0.13,0.25,0.27,0.12,0.23,0.18,0.31,0.33,0.96,0.28,0.25,0.19
sevenupdate.csv,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.44,0.21,0.24,0.57,0.43,0.24,0.51
web-cat.csv,0.0,0.53,0.44,0.5,0.54,0.51,0.4,0.41,0.43,0.36,0.49,0.63,0.46,0.28,1.0
