,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.87,0.45,1.0,0.41,0.53,0.74,0.68,0.52,0.34,0.06,0.35,0.76,0.52,0.55
encog-cs.csv,0.0,0.79,0.44,0.93,0.42,0.43,0.86,0.93,0.98,0.24,0.05,0.52,0.63,0.4,0.55
extprosys.csv,0.02,0.85,0.93,0.89,0.41,0.41,0.75,0.87,0.49,0.31,0.04,0.53,0.73,0.4,0.53
ibatisdb.csv,0.0,0.21,0.17,0.23,0.3,0.2,0.42,0.35,0.11,0.05,0.09,0.12,0.23,0.97,0.47
intact.csv,0.04,0.74,0.32,0.71,0.43,0.97,0.65,0.46,0.52,0.22,0.07,0.35,0.58,0.16,0.5
japano.csv,0.02,0.88,0.52,0.8,0.34,0.47,0.56,1.0,0.52,0.31,0.06,0.51,0.8,0.38,0.49
lockss.csv,0.0,0.04,0.19,0.09,0.12,0.1,0.18,0.16,0.25,0.93,0.01,0.41,0.09,0.0,0.19
ofbiz.csv,0.0,0.65,0.35,0.62,0.27,0.24,0.69,0.5,0.43,0.25,0.08,0.09,1.0,0.5,0.56
officefloor.csv,0.0,0.49,0.35,0.87,0.36,0.31,0.79,0.89,0.03,0.1,0.79,0.49,0.01,0.41,0.58
opennms.csv,0.1,0.08,0.16,0.21,0.96,0.26,0.53,0.13,0.14,0.19,0.05,0.28,0.22,0.14,0.0
rohxel.csv,0.02,0.84,0.46,0.8,0.38,0.38,0.99,0.83,0.5,0.37,0.06,0.36,0.57,0.51,0.54
roolo.csv,0.0,0.33,0.15,0.19,0.22,0.26,0.19,0.32,0.19,0.26,0.04,0.97,0.35,0.19,0.19
sevenupdate.csv,0.0,1.0,0.43,0.92,0.43,0.44,0.81,0.94,0.5,0.16,0.05,0.51,0.77,0.4,0.56
web-cat.csv,0.0,0.65,0.31,0.72,0.39,0.38,0.55,0.53,0.44,0.23,0.05,0.52,0.53,0.18,1.0
