,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.4,0.48,0.44,0.51,0.67,0.62,0.48,0.38,0.5
bzbyte.csv,0.89,0.0,0.44,0.8,0.0,0.36,0.45,0.4,0.0
encog-java.csv,0.6,0.94,0.5,0.97,0.72,0.55,0.89,0.88,0.9
galaxium.csv,0.46,0.51,0.6,0.38,0.48,0.36,0.56,0.39,0.43
h2database.csv,0.62,0.6,0.88,0.44,0.96,0.69,0.86,0.57,0.95
haphazard.csv,0.66,0.54,0.5,0.63,0.74,0.52,0.56,0.57,0.72
jaql.csv,0.37,0.42,0.67,0.45,0.46,0.38,0.52,0.48,0.87
raven-monitoring.csv,0.73,0.52,0.56,0.67,0.97,0.36,0.54,0.71,0.88
v8.csv,0.99,0.73,0.43,0.48,0.59,0.42,0.48,0.94,0.49
