,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.41,0.94,0.97,0.79,0.99,0.88
fluent-nhibernate.csv,0.73,0.79,0.83,0.68,0.84,0.19
h2database.csv,0.46,0.39,0.86,0.45,0.88,0.3
jaql.csv,0.65,0.55,0.76,0.36,0.69,0.6
raven-monitoring.csv,0.75,0.79,0.5,0.68,0.81,0.63
v8.csv,0.93,0.6,0.95,0.9,0.22,0.58
