,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,1.0,5.0,19.0,6.0,0.0,1.0,5.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
cornerstone.csv,8.0,1.0,4.0,4.0,1.0,0.0,54.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0
emeraldemu.csv,47.0,27.0,65.0,61.0,0.0,1.0,1.0,4.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
grafx2.csv,11.0,43.0,19.0,17.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
jahshakafx.csv,7.0,14.0,50.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kindb.csv,13.0,2.0,68.0,12.0,0.0,9.0,1.0,0.0,8.0,0.0,0.0,4.0,1.0,6.0,1.0,1.0,0.0,1.0
maya-work-in-progress.csv,54.0,3.0,65.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
netatalk.csv,7.0,2.0,48.0,64.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,10.0,0.0,2.0,2.0,4.0,0.0,0.0
novembre.csv,2.0,0.0,12.0,53.0,0.0,0.0,2.0,26.0,3.0,3.0,2.0,7.0,0.0,3.0,7.0,4.0,0.0,1.0
ns-3.csv,2.0,4.0,11.0,8.0,0.0,2.0,4.0,3.0,6.0,5.0,0.0,13.0,1.0,2.0,8.0,2.0,0.0,1.0
nullc.csv,60.0,3.0,58.0,80.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,6.0,2.0,4.0,1.0,2.0,1.0,2.0
open-beos.csv,5.0,2.0,44.0,23.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,0.0,2.0,1.0,1.0
planeshift.csv,94.0,3.0,184.0,76.0,0.0,0.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,8.0,1.0
plee-the-bear.csv,0.0,8.0,7.0,5.0,1.0,1.0,2.0,8.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
reaper-ecad.csv,0.0,12.0,16.0,2.0,0.0,0.0,54.0,4.0,1.0,0.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,1.0
sbml.csv,1.0,12.0,125.0,13.0,0.0,1.0,3.0,7.0,6.0,7.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,6.0
unimrcp.csv,50.0,2.0,88.0,14.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
unladen-swallow.csv,3.0,1.0,11.0,6.0,0.0,2.0,8.0,5.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
