,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.6,0.16,0.6,0.52,0.61
open-data-kit.csv,0.66,0.12,0.81,0.51,0.45
qtractor.csv,0.79,0.12,0.59,0.58,0.62
quarkplayer.csv,0.29,0.25,0.37,0.36,0.0
turbotrader-bos.csv,0.32,0.27,0.33,0.64,0.41
