,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv,trinitycore.csv,zemljanka.csv,rockbox.csv
adobe-source.csv,0.2,0.6,0.38,0.0,0.0,0.12,0.81,0.11,0.0,0.5,0.0,0.33,1.0,0.68,0.85,0.44,0.0,0.43
atlc.csv,0.14,0.4,0.16,0.23,0.83,0.05,0.58,0.14,0.28,0.43,0.13,0.31,0.99,0.21,0.83,0.28,0.95,0.39
ipfilter.csv,0.14,0.38,0.19,0.2,0.43,0.07,0.63,0.17,0.26,0.5,0.13,0.3,0.99,0.2,0.96,0.24,0.96,0.35
liferea.csv,0.23,0.52,0.28,0.4,0.86,0.09,0.72,0.21,0.2,0.56,0.1,0.42,1.0,0.19,0.83,0.34,0.96,0.5
miranda-icq.csv,0.29,0.55,0.19,0.31,0.8,0.04,0.38,0.22,0.27,0.7,0.25,0.5,1.0,0.2,1.0,0.37,1.0,0.5
opensim4opencog.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,0.56,0.55,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.52,0.0,0.52
pfaedit.csv,0.25,0.52,0.25,0.4,0.0,0.12,0.79,0.19,0.2,0.52,0.22,1.0,1.0,0.26,1.0,0.34,0.91,0.67
psrchive.csv,0.17,0.8,0.33,0.19,0.56,0.0,0.47,0.15,0.0,0.6,0.09,0.29,1.0,0.38,0.81,0.55,0.96,0.0
rockbox.csv,0.2,0.43,0.33,0.25,0.0,0.17,0.66,0.0,0.18,0.59,0.2,0.53,1.0,0.25,0.0,0.33,1.0,0.67
theresa.csv,0.0,0.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.4,1.0,0.43,0.83,0.29,0.94,0.0
thrust.csv,0.0,0.25,0.2,0.0,0.0,0.0,0.67,0.03,0.5,0.5,0.0,0.27,1.0,0.18,0.8,0.0,0.86,0.25
tktoolkit.csv,0.33,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17
trinitycore.csv,0.25,0.36,0.2,0.0,0.0,0.18,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.9,0.52,0.0,0.0
tzod.csv,0.22,0.6,0.28,0.53,0.89,0.06,0.5,0.3,0.2,0.7,0.06,0.47,1.0,0.18,0.92,0.24,0.97,0.0
yaprm.csv,0.19,0.43,0.15,0.0,0.0,0.08,0.0,0.08,0.26,0.64,0.0,0.0,0.99,0.23,0.0,0.27,0.0,0.29
zemljanka.csv,0.17,0.36,0.16,0.23,0.57,0.06,0.61,0.12,0.26,0.49,0.13,0.26,0.99,0.19,0.73,0.25,0.96,0.41
