,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.61,0.11,1.0,0.16,0.15,0.51,0.64
fw4spl.csv,0.43,0.19,0.35,1.0,0.33,0.63,0.67
kftpgrabber.csv,0.67,0.2,0.66,0.36,0.16,0.97,0.6
kolmafia.csv,0.47,0.13,0.61,0.19,0.17,0.48,1.0
lazarus-ccr.csv,0.96,0.06,0.5,0.12,0.09,0.31,0.54
mia.csv,0.41,0.08,0.39,0.15,1.0,0.41,0.5
plee-the-bear.csv,0.44,1.0,0.38,0.0,0.0,0.22,0.7
