,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.43,0.48,0.55,0.54,0.66,0.4,0.55
fw4spl.csv,0.86,0.98,0.96,0.98,0.83,0.74,0.67
kftpgrabber.csv,0.53,0.72,0.86,0.97,0.63,0.55,0.87
kolmafia.csv,0.53,0.51,0.56,0.77,0.51,0.45,0.4
lazarus-ccr.csv,0.56,0.42,0.47,0.44,0.46,0.46,0.54
mia.csv,0.53,0.45,0.94,0.44,0.94,0.94,0.95
plee-the-bear.csv,0.62,0.97,0.92,0.92,0.0,0.94,0.78
