,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.32,0.45,0.0,0.46,0.29,0.35,0.31
fw4spl.csv,0.14,0.08,0.18,0.0,0.02,0.11,0.03
kftpgrabber.csv,0.18,0.15,0.12,0.08,0.2,0.02,0.15
kolmafia.csv,0.29,0.3,0.2,0.19,0.33,0.26,0.0
lazarus-ccr.csv,0.04,0.96,0.9,0.9,0.85,0.9,0.54
mia.csv,0.71,0.65,0.13,0.66,0.0,0.16,0.26
plee-the-bear.csv,0.32,0.0,0.1,0.04,0.0,0.23,0.18
