,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.56,0.47,0.54,0.74,0.6,0.54,0.73
fw4spl.csv,0.81,0.68,0.8,0.98,0.98,0.65,0.82
kftpgrabber.csv,0.71,0.72,0.7,0.66,0.81,0.53,0.44
kolmafia.csv,0.39,0.46,0.42,0.41,0.36,0.43,0.43
lazarus-ccr.csv,0.58,0.44,0.58,0.67,0.46,0.51,0.46
mia.csv,0.52,0.97,0.94,0.95,0.94,0.9,0.86
plee-the-bear.csv,0.48,0.96,0.54,0.44,0.0,0.7,0.43
