,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.04,0.75,0.59,0.22,0.23,0.89,0.93,0.19,0.45,0.77,0.12,0.35,0.77,0.97,0.9,0.43,0.52
checker-framework.csv,0.98,0.76,1.0,0.99,0.94,0.57,0.61,0.78,0.12,0.52,0.85,0.18,0.99,0.66,0.66,0.93,0.54
cme.csv,0.0,0.0,0.02,0.02,0.0,0.16,0.02,0.0,0.12,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.02
ctrlr.csv,0.07,0.23,0.06,0.63,0.01,0.3,0.46,0.25,0.84,0.1,0.89,0.53,0.08,0.29,0.31,0.16,0.29
fontforge.csv,0.23,0.91,0.99,0.76,0.4,1.0,0.91,0.55,0.46,0.19,0.4,0.74,0.67,0.92,0.83,0.77,0.77
gusanos.csv,0.19,0.63,0.78,0.29,0.25,0.43,0.02,0.36,0.29,0.0,0.11,0.38,0.14,0.73,0.28,0.43,0.42
jvcl.csv,0.17,0.08,0.26,0.26,0.11,0.14,0.02,0.43,0.09,0.0,0.28,0.04,0.05,0.0,0.07,0.13,0.42
kwave.csv,0.93,0.75,0.97,0.93,0.94,0.43,0.21,1.0,0.84,0.87,1.0,0.8,0.98,0.59,0.86,0.96,0.9
liferea.csv,0.18,0.45,0.06,0.18,0.28,0.27,0.36,0.25,0.45,0.35,0.18,0.43,0.39,0.47,0.03,0.43,0.29
lockss.csv,0.41,0.28,0.62,0.5,0.28,0.5,0.18,0.64,0.11,0.61,0.3,0.35,0.63,0.24,0.1,0.84,0.4
magicwars.csv,0.9,1.0,0.77,0.91,0.91,1.0,1.0,0.97,0.7,1.0,0.08,0.99,0.91,1.0,1.0,0.96,0.83
psrchive.csv,0.14,0.24,0.06,0.5,0.08,0.66,0.2,0.25,0.21,0.26,0.04,0.23,0.07,0.03,0.24,0.28,0.42
pydev.csv,0.46,0.41,0.91,0.72,0.73,0.7,0.43,0.8,0.36,0.71,0.07,0.6,0.91,0.64,0.24,0.22,0.58
sarasvati.csv,0.46,0.33,0.62,0.59,0.28,0.34,0.21,0.46,0.07,0.13,0.23,0.11,0.47,0.29,0.14,0.41,0.31
stuproa-cims.csv,0.2,0.0,0.83,0.21,0.0,0.0,0.09,0.13,0.04,0.74,0.11,0.04,0.2,0.0,0.0,0.59,0.17
thout.csv,0.22,0.77,0.11,0.3,0.97,1.0,0.91,0.59,0.75,1.0,0.74,0.98,0.87,1.0,0.86,0.71,0.56
zact.csv,0.23,0.27,0.28,0.24,0.65,0.39,0.48,0.16,0.62,0.23,0.85,0.26,0.85,0.54,0.03,0.3,0.02
