,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.19,0.28,0.56,0.0,0.31,0.36,0.27,0.79,0.66,0.48,0.43,0.52,0.52,0.13,0.29,0.54,0.82
checker-framework.csv,0.09,0.51,0.0,0.05,0.24,0.45,0.73,0.56,0.86,0.43,0.46,0.31,0.05,0.66,0.65,0.27,0.7
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.0,0.0,0.0,1.0
ctrlr.csv,0.13,0.33,0.07,0.6,0.22,0.18,0.22,0.05,0.33,0.15,0.3,0.45,0.11,0.79,0.14,0.1,0.0
fontforge.csv,0.52,0.32,0.05,0.57,0.76,0.0,0.28,0.76,0.81,0.69,0.61,0.59,0.59,0.28,0.48,0.55,0.6
gusanos.csv,0.44,0.56,0.53,0.47,0.66,0.66,0.0,0.62,0.64,0.1,0.48,0.64,0.28,0.58,0.77,0.62,0.87
jvcl.csv,0.39,0.25,0.59,0.33,0.31,0.43,0.07,0.65,0.51,0.1,0.37,0.0,0.16,0.0,0.29,0.29,0.43
kwave.csv,0.26,0.52,0.13,0.27,0.24,0.66,0.54,0.0,0.49,0.41,0.0,0.53,0.09,0.43,0.44,0.17,0.36
liferea.csv,0.44,0.67,0.07,0.17,0.31,0.64,0.35,0.37,0.54,0.37,0.26,0.51,0.47,0.36,0.22,0.6,0.0
lockss.csv,0.71,0.33,0.66,0.55,0.58,0.64,0.35,0.62,0.59,0.63,0.62,0.74,0.49,0.12,0.44,0.47,0.43
magicwars.csv,0.34,0.0,0.54,0.33,0.33,0.0,0.0,0.13,0.65,0.0,0.68,0.05,0.32,0.0,0.0,0.17,0.51
psrchive.csv,0.39,0.72,0.07,0.55,0.11,0.57,0.22,0.54,0.42,0.46,0.2,0.36,0.18,0.06,0.52,0.63,0.6
pydev.csv,0.62,0.68,0.32,0.54,0.62,0.59,0.61,0.52,0.74,0.6,0.3,0.65,0.32,0.41,0.4,0.71,0.68
sarasvati.csv,0.73,0.59,0.27,0.53,0.8,0.35,0.54,0.28,0.27,0.14,0.42,0.17,0.57,0.47,0.31,0.46,0.0
stuproa-cims.csv,0.43,0.0,0.49,0.17,0.0,0.0,0.36,0.29,0.36,0.58,0.31,0.11,0.61,0.0,0.0,0.48,0.24
thout.csv,0.64,0.44,0.07,0.17,0.13,0.0,0.33,0.64,0.57,0.0,0.53,0.09,0.4,0.0,0.4,0.52,0.56
zact.csv,0.23,0.24,0.07,0.72,0.65,0.41,0.34,0.1,0.25,0.2,0.37,0.27,0.33,0.67,0.19,0.25,0.0
