,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.84,1.03,0.7,1.02,0.76,0.9,0.93,0.28,0.54,0.84,0.63,0.61,0.81,0.97,1.01,0.64,0.52
checker-framework.csv,0.98,0.81,1.0,0.99,0.94,0.78,0.61,0.79,0.2,0.78,0.85,0.75,1.0,0.68,0.67,0.93,0.57
cme.csv,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,0.99,0.96,0.98,1.0,1.0,1.0,0.02
ctrlr.csv,0.89,0.75,0.94,0.69,0.82,0.9,0.94,0.99,1.0,0.88,1.01,0.76,0.91,0.35,0.93,0.93,1.04
fontforge.csv,0.57,0.92,0.99,0.78,0.44,1.0,0.98,0.56,0.47,0.39,0.56,0.75,0.72,0.95,0.84,0.79,0.77
gusanos.csv,0.64,0.72,0.81,0.64,0.44,0.53,1.0,0.52,0.48,0.92,0.58,0.53,0.78,0.75,0.35,0.57,0.42
jvcl.csv,0.68,0.79,0.51,0.76,0.74,0.63,0.94,0.55,0.55,0.92,0.73,1.0,0.87,1.0,0.75,0.76,0.73
kwave.csv,0.95,0.8,0.97,0.93,0.95,0.53,0.54,1.0,0.84,0.88,1.0,0.81,0.98,0.82,0.86,0.96,0.9
liferea.csv,0.64,0.54,0.94,0.88,0.78,0.47,0.77,0.71,0.64,0.76,0.8,0.66,0.67,0.82,0.82,0.58,1.04
lockss.csv,0.48,0.77,0.64,0.66,0.53,0.59,0.71,0.68,0.47,0.66,0.5,0.42,0.79,0.94,0.62,0.84,0.72
magicwars.csv,0.92,1.0,0.79,0.91,0.91,1.0,1.0,0.97,0.7,1.0,0.37,0.99,0.93,1.0,1.0,0.96,0.83
psrchive.csv,0.67,0.37,0.94,0.66,0.91,0.73,0.84,0.56,0.65,0.64,0.83,0.72,0.86,0.95,0.58,0.48,0.58
pydev.csv,0.58,0.5,0.92,0.78,0.74,0.74,0.57,0.81,0.43,0.73,0.74,0.64,0.91,0.86,0.69,0.37,0.61
sarasvati.csv,0.5,0.54,0.97,0.73,0.33,0.77,0.54,0.88,0.77,0.88,0.66,0.87,0.63,0.64,0.74,0.69,1.05
stuproa-cims.csv,0.65,1.0,0.83,0.88,1.0,1.0,0.69,0.76,0.69,0.76,0.74,0.91,0.46,1.0,1.0,0.78,0.82
thout.csv,0.45,0.88,0.94,0.91,0.97,1.0,0.91,0.64,0.77,1.0,0.79,0.98,0.89,1.0,0.9,0.8,0.69
zact.csv,0.83,0.83,0.98,0.38,0.67,0.73,0.84,0.93,0.99,0.86,0.95,0.82,1.0,0.59,0.84,0.84,1.0
