,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.43,0.39,0.5,0.78,0.82,0.52,0.71,0.7,0.6,1.0,0.33,0.53,0.2,0.0,0.73,0.23,0.68
arm-webradio.csv,0.81,0.43,0.45,0.91,0.53,0.48,0.43,0.37,0.56,0.67,0.79,0.25,0.87,0.64,0.47,0.86,0.0
codepurge.csv,0.16,0.21,0.1,0.17,0.17,0.17,0.0,0.28,0.05,0.17,0.14,0.39,0.0,0.27,0.03,0.2,0.12
fw4spl.csv,0.78,0.01,0.49,0.78,0.46,0.69,0.93,0.43,0.6,0.83,0.53,0.34,0.72,0.58,0.53,0.58,0.75
glas.csv,0.46,0.33,0.41,0.3,0.43,0.29,0.43,0.52,0.0,0.17,0.32,0.38,0.32,0.2,0.33,0.41,0.29
grisbi.csv,0.59,0.75,0.66,0.57,0.75,0.54,0.0,0.74,0.69,0.67,0.71,0.77,0.73,0.59,0.63,0.75,0.62
gwanted.csv,0.3,0.01,0.11,0.09,0.0,0.04,0.0,0.07,0.0,0.33,0.03,0.66,0.0,0.03,0.73,0.18,0.08
lcfizvtop.csv,0.73,0.25,0.3,0.61,0.18,0.0,0.14,0.37,0.04,0.33,0.42,0.47,0.22,0.3,0.57,0.51,0.02
ldview.csv,0.0,0.32,0.39,0.39,0.32,0.42,0.57,0.43,0.55,0.83,0.38,0.42,0.22,0.15,0.43,0.24,0.61
libmesh.csv,0.43,0.3,0.01,0.91,0.55,0.35,0.5,0.11,0.38,0.83,0.25,0.27,0.42,0.23,0.87,0.24,0.47
mediaportal.csv,0.03,0.02,0.03,0.78,0.81,0.02,0.0,0.04,0.0,0.83,0.03,0.01,0.0,0.02,0.93,0.11,0.0
olex2.csv,0.19,0.41,0.43,0.0,0.51,0.35,0.21,0.26,0.29,0.5,0.39,0.56,0.2,0.23,0.2,0.01,0.53
oppna-program-hsatools.csv,0.24,0.8,0.95,0.0,0.8,0.81,0.36,0.83,0.33,1.0,0.68,0.92,0.32,0.85,0.73,0.38,0.67
qlc.csv,0.11,0.11,0.0,0.0,0.09,0.08,0.0,0.02,0.13,0.0,0.01,0.07,0.01,0.05,0.03,0.06,0.01
somap.csv,1.0,1.0,1.0,0.96,0.95,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wxcode.csv,0.03,0.03,0.09,0.0,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.05,0.0,0.04,0.03
xcf.csv,0.81,0.55,0.64,0.78,0.51,0.54,0.5,0.5,0.27,0.67,0.64,0.66,0.62,0.38,0.0,0.86,0.25
