,recall,precision,pf,wins
ambulant.csv,0.61,0.28,0.53,3
arm-webradio.csv,0.69,0.38,0.53,8
codepurge.csv,0.35,0.47,0.17,15
fw4spl.csv,0.5,0.34,0.58,2
glas.csv,0.51,0.39,0.33,12
grisbi.csv,0.79,0.33,0.67,4
gwanted.csv,0.1,0.33,0.07,7
lcfizvtop.csv,0.38,0.39,0.3,9
ldview.csv,0.56,0.4,0.39,11
libmesh.csv,0.35,0.36,0.38,5
mediaportal.csv,0.08,0.43,0.03,14
olex2.csv,0.49,0.33,0.29,10
oppna-program-hsatools.csv,0.78,0.28,0.73,1
qlc.csv,0.12,0.75,0.03,16
somap.csv,1.0,0.36,1.0,0
wxcode.csv,0.07,0.4,0.03,13
xcf.csv,0.7,0.35,0.55,6
