,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.53,0.59,0.58,0.53,0.49,0.3,0.48,0.57,0.36,0.0,0.91,0.58,0.29,0.98,0.53,0.54,0.3
arm-webradio.csv,0.49,0.48,0.51,0.24,0.7,0.74,0.49,0.56,0.69,0.33,0.53,0.56,0.42,0.55,0.65,0.42,1.0
codepurge.csv,0.33,0.39,0.26,0.22,0.21,0.5,0.17,0.22,0.06,0.18,0.74,0.63,1.0,0.43,0.43,0.39,0.48
fw4spl.csv,0.49,1.0,0.45,0.21,0.35,0.41,0.19,0.58,0.45,0.36,0.55,0.25,0.5,0.57,0.49,0.46,0.45
glas.csv,0.52,0.44,0.57,0.6,0.51,0.4,0.46,0.22,1.0,0.49,0.59,0.6,0.49,0.55,0.66,0.53,0.54
grisbi.csv,0.59,0.55,0.56,0.75,0.55,0.76,1.0,0.4,0.59,0.63,0.55,0.57,0.59,0.56,0.62,0.6,0.67
gwanted.csv,0.17,0.0,0.13,0.1,1.0,0.11,0.04,0.05,0.0,0.81,0.34,0.59,0.0,0.02,0.54,0.12,0.42
lcfizvtop.csv,0.58,0.59,0.25,0.27,0.33,0.93,0.34,0.22,0.06,0.79,0.45,0.61,0.42,0.41,0.65,0.4,0.24
ldview.csv,1.0,0.45,0.57,0.52,0.53,0.0,0.55,0.66,0.52,0.36,0.8,0.58,0.29,0.6,0.43,0.61,0.6
libmesh.csv,0.45,0.14,0.0,0.29,0.46,0.48,0.11,0.98,0.38,0.33,0.0,0.19,0.28,0.45,0.34,0.29,0.32
mediaportal.csv,0.0,0.02,0.2,0.52,0.49,0.11,0.02,0.1,0.0,0.48,0.17,0.88,0.0,0.02,0.27,0.0,0.0
olex2.csv,0.37,0.5,0.68,0.69,0.6,0.4,0.8,0.27,0.52,0.51,0.79,0.65,0.14,0.38,0.22,1.0,0.44
oppna-program-hsatools.csv,0.42,0.52,0.21,1.0,0.55,0.47,0.84,0.39,0.46,0.0,0.7,0.3,0.67,0.42,0.48,0.64,0.31
qlc.csv,0.23,0.27,1.0,0.0,0.09,0.11,0.06,0.15,0.19,0.04,0.62,0.11,0.15,0.39,0.11,0.27,0.13
somap.csv,0.0,0.0,0.0,0.17,0.2,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wxcode.csv,0.17,0.15,0.32,0.09,0.25,0.0,0.04,0.0,0.0,0.0,1.0,0.37,0.0,0.2,0.07,0.18,0.0
xcf.csv,0.48,0.67,0.5,0.45,0.6,0.76,0.65,0.22,0.52,0.43,0.59,0.67,0.65,0.53,1.0,0.41,0.68
