,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.67,0.61,0.65,0.47,0.48,0.71,0.54,0.63,0.76,0.46,0.62,0.51,0.97,0.68,0.55,0.59,0.63
arm-webradio.csv,0.57,0.55,0.57,0.62,0.54,0.5,0.59,0.77,0.52,0.61,0.45,0.65,0.44,0.59,0.47,0.39,0.71
codepurge.csv,0.58,0.64,0.94,0.75,0.79,0.62,0.89,0.5,0.8,0.92,0.62,0.43,0.96,0.5,0.62,0.63,0.52
fw4spl.csv,0.61,0.98,0.73,0.88,0.83,0.61,0.77,0.91,0.82,0.59,0.73,0.97,0.55,0.7,0.69,0.64,0.8
glas.csv,0.57,0.59,0.47,0.48,0.47,0.5,0.51,0.45,0.59,0.48,0.64,0.47,0.6,0.68,0.48,0.5,0.5
grisbi.csv,0.5,0.41,0.4,0.41,0.39,0.42,0.32,0.39,0.42,0.33,0.42,0.33,0.47,0.42,0.42,0.35,0.57
gwanted.csv,0.93,0.75,0.93,0.91,0.96,0.67,0.5,0.75,0.0,0.36,0.75,0.51,0.0,0.67,0.49,0.95,0.71
lcfizvtop.csv,0.45,0.55,0.62,0.61,0.88,0.9,0.59,0.55,0.75,0.35,0.54,0.43,0.61,0.57,0.54,0.51,0.89
ldview.csv,0.67,0.79,0.73,0.68,0.74,0.85,0.49,0.74,0.72,0.56,0.66,0.59,0.89,0.82,0.69,0.54,0.58
libmesh.csv,0.8,0.99,0.0,0.52,0.66,0.68,0.92,0.84,0.85,0.67,0.95,0.99,0.79,0.97,0.55,0.97,0.73
mediaportal.csv,0.0,0.86,0.86,0.5,0.49,0.5,0.0,0.75,0.0,0.38,0.67,0.92,0.0,0.5,0.41,0.88,0.0
olex2.csv,0.43,0.48,0.44,0.48,0.44,0.52,0.3,0.5,0.53,0.42,0.44,0.4,0.78,0.52,0.67,0.51,0.61
oppna-program-hsatools.csv,0.47,0.41,0.41,0.42,0.42,0.45,0.28,0.4,0.5,0.34,0.46,0.37,0.63,0.4,0.49,0.38,0.61
qlc.csv,0.88,0.98,0.94,0.0,0.93,0.8,0.67,0.75,0.92,0.5,0.8,0.98,0.8,0.65,0.75,0.94,0.8
somap.csv,0.47,0.39,0.41,0.4,0.42,0.39,0.35,0.49,0.47,0.35,0.4,0.37,0.4,0.43,0.39,0.34,0.56
wxcode.csv,0.75,0.93,0.93,0.88,0.94,0.9,0.5,0.0,0.0,0.0,0.86,0.99,0.0,0.9,0.5,0.92,0.67
xcf.csv,0.46,0.44,0.44,0.41,0.45,0.42,0.36,0.46,0.61,0.41,0.46,0.33,0.45,0.46,0.5,0.34,0.45
