,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.0,36.0,6.0,2.0,23.0,21.0,0.0,0.0,8.0,0.0,3.0,23.0,12.0,0.0,4.0,2.0,53.0
arm-webradio.csv,0.0,37.0,2.0,2.0,11.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,20.0,2.0,3.0,4.0,0.0
codepurge.csv,3.0,19.0,5.0,2.0,18.0,4.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,3.0,1.0,0.0,2.0
fw4spl.csv,0.0,0.0,5.0,2.0,17.0,0.0,0.0,0.0,6.0,0.0,3.0,23.0,22.0,2.0,2.0,4.0,3.0
glas.csv,0.0,6.0,17.0,0.0,18.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,5.0,12.0
grisbi.csv,0.0,51.0,35.0,3.0,11.0,0.0,0.0,3.0,1.0,0.0,48.0,9.0,17.0,5.0,0.0,2.0,2.0
gwanted.csv,8.0,369.0,12.0,0.0,0.0,1.0,0.0,1.0,91.0,0.0,1.0,23.0,168.0,1.0,2.0,2.0,1.0
lcfizvtop.csv,0.0,0.0,4.0,1.0,10.0,0.0,1.0,6.0,0.0,0.0,31.0,1.0,9.0,6.0,2.0,12.0,1.0
ldview.csv,0.0,25.0,14.0,1.0,18.0,58.0,0.0,0.0,8.0,0.0,3.0,22.0,14.0,2.0,1.0,1.0,2.0
libmesh.csv,0.0,63.0,132.0,2.0,34.0,4.0,0.0,0.0,7.0,0.0,82.0,22.0,13.0,2.0,4.0,3.0,1.0
mediaportal.csv,57.0,6.0,0.0,2.0,21.0,1.0,0.0,0.0,91.0,0.0,0.0,0.0,168.0,1.0,4.0,130.0,131.0
olex2.csv,1.0,18.0,4.0,0.0,21.0,11.0,0.0,0.0,1.0,0.0,8.0,2.0,9.0,3.0,6.0,0.0,34.0
oppna-program-hsatools.csv,0.0,41.0,24.0,0.0,33.0,26.0,0.0,0.0,4.0,0.0,1.0,21.0,15.0,8.0,3.0,3.0,29.0
qlc.csv,0.0,8.0,0.0,129.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
somap.csv,0.0,72.0,7.0,2.0,21.0,0.0,0.0,0.0,6.0,0.0,3.0,23.0,24.0,2.0,4.0,4.0,3.0
wxcode.csv,0.0,4.0,4.0,0.0,5.0,58.0,0.0,71.0,91.0,77.0,0.0,1.0,168.0,0.0,0.0,0.0,131.0
xcf.csv,0.0,16.0,19.0,1.0,3.0,0.0,0.0,10.0,4.0,0.0,41.0,11.0,20.0,2.0,0.0,3.0,1.0
