,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.41,0.18,0.16,0.83,0.18,0.11,0.79,0.37,0.28,0.89,0.22,0.21,0.17,1.0,0.5,0.65,0.13
arm-webradio.csv,0.36,0.14,0.15,0.68,0.23,0.28,0.84,0.45,0.49,0.86,0.09,0.33,0.15,0.38,0.61,0.45,1.0
codepurge.csv,0.5,0.2,0.25,0.83,0.18,0.38,1.0,0.28,0.4,0.92,0.31,0.27,1.0,0.47,0.92,0.6,0.56
fw4spl.csv,0.34,0.96,0.12,0.56,0.12,0.13,0.63,0.43,0.34,0.88,0.09,0.13,0.12,0.41,0.5,0.41,0.22
glas.csv,0.39,0.15,0.18,0.9,0.19,0.22,0.83,0.17,1.0,0.97,0.14,0.27,0.19,0.62,0.68,0.52,0.39
grisbi.csv,0.39,0.14,0.14,0.88,0.18,0.28,1.0,0.26,0.42,0.94,0.08,0.21,0.16,0.39,0.56,0.51,0.33
gwanted.csv,0.21,0.0,0.13,0.82,1.0,0.33,1.0,0.25,0.0,0.97,0.5,0.2,0.0,0.33,0.51,0.32,0.62
lcfizvtop.csv,0.39,0.25,0.1,0.66,0.24,1.0,0.91,0.23,0.5,0.97,0.09,0.24,0.22,0.43,0.59,0.39,0.78
ldview.csv,1.0,0.16,0.18,0.85,0.24,0.0,0.83,0.47,0.4,0.88,0.17,0.24,0.16,0.7,0.5,0.67,0.29
libmesh.csv,0.36,0.06,0.0,0.77,0.15,0.23,0.46,0.84,0.38,0.86,0.0,0.12,0.09,0.53,0.41,0.47,0.18
mediaportal.csv,0.0,0.14,0.43,0.82,0.17,0.5,1.0,0.5,0.0,0.93,0.33,0.94,0.0,0.5,0.52,0.0,0.0
olex2.csv,0.5,0.15,0.21,1.0,0.2,0.19,0.95,0.33,0.53,0.92,0.17,0.23,0.09,0.48,0.5,0.98,0.23
oppna-program-hsatools.csv,0.47,0.14,0.13,1.0,0.2,0.17,0.92,0.28,0.47,0.92,0.12,0.18,0.26,0.36,0.46,0.59,0.14
qlc.csv,0.5,0.23,1.0,0.0,0.14,0.2,1.0,0.75,0.46,1.0,0.8,0.24,0.6,0.82,0.75,0.78,0.8
somap.csv,0.36,0.13,0.14,0.83,0.16,0.19,0.82,0.36,0.4,1.0,0.08,0.19,0.14,0.38,0.51,0.46,0.27
wxcode.csv,0.75,0.4,0.33,1.0,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.48,0.0,0.7,1.0,0.75,0.0
xcf.csv,0.35,0.17,0.12,0.78,0.21,0.28,0.87,0.18,0.55,0.89,0.09,0.24,0.17,0.46,1.0,0.44,0.49
