,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.05,0.76,0.73,0.52,0.8,0.88,0.83,0.82,0.76,0.83,0.8,0.85,0.73,0.83,0.86,1.25,0.63,0.66,0.91
apolloplayer.csv,0.85,0.08,0.66,0.7,0.67,0.88,0.88,0.65,1.09,0.68,0.67,0.81,0.74,0.68,0.47,1.34,0.7,0.81,0.93
auber.csv,0.64,0.67,0.62,0.97,0.75,0.71,0.74,0.69,0.68,0.03,0.64,1.01,0.8,0.64,0.54,1.0,0.62,0.84,0.47
cortex-vfx.csv,0.65,0.77,0.72,0.87,0.73,0.6,0.85,0.86,0.78,0.75,0.85,0.94,0.92,0.71,0.77,0.89,0.1,0.51,0.89
growl-for-windows.csv,0.55,0.86,0.62,0.82,0.58,0.62,0.73,0.87,0.6,0.58,0.7,0.71,0.73,0.77,0.48,0.83,0.51,0.03,0.65
ifmo-game-1.csv,1.0,1.0,1.0,1.0,0.93,0.0,0.94,0.98,0.98,0.98,1.0,1.03,0.98,0.98,0.98,0.88,0.94,0.64,1.01
ildjit.csv,0.97,0.96,0.89,0.07,0.94,1.0,0.92,0.97,0.97,0.97,0.97,0.85,0.95,0.98,0.97,0.99,0.8,0.61,1.01
jfreereport.csv,0.88,0.88,0.69,0.95,0.09,0.85,0.71,0.72,0.89,0.74,0.66,1.19,0.76,0.8,0.47,0.63,0.82,0.5,0.93
keyczar.csv,0.91,0.93,0.79,0.44,0.91,1.05,0.91,0.96,0.94,0.88,0.9,0.96,0.13,0.78,0.92,1.0,0.95,0.89,0.78
moast.csv,1.0,0.92,1.0,1.0,0.91,1.0,0.94,0.94,0.99,0.93,0.96,0.85,1.0,1.0,0.86,0.04,0.97,1.0,0.85
opde.csv,0.59,0.6,0.12,0.83,0.62,0.77,0.75,0.8,0.57,0.55,0.75,0.9,0.6,0.5,0.45,0.97,0.62,0.69,0.58
openfrag.csv,0.75,0.67,0.77,0.93,0.91,0.63,0.83,0.07,0.48,0.48,0.7,0.77,0.92,0.69,0.53,0.62,0.86,0.87,0.63
passwordsafe.csv,0.64,0.52,0.77,0.94,0.64,0.63,0.55,0.62,0.9,0.5,0.62,0.45,0.7,0.08,0.39,1.02,0.62,0.63,0.7
ppcboot.csv,0.72,0.78,0.53,0.76,0.68,0.62,0.1,0.5,0.69,0.44,0.69,0.65,0.78,0.76,0.43,0.48,0.64,0.8,0.73
quark.csv,0.74,0.79,1.0,1.0,0.94,1.0,1.0,0.98,0.92,0.89,1.0,0.0,1.0,0.7,0.96,1.0,0.88,0.97,1.0
super-tux.csv,1.0,1.0,0.96,1.0,0.82,0.99,1.0,1.0,0.0,0.96,0.69,0.69,1.0,1.0,0.9,0.62,1.0,0.87,1.0
synergyspace.csv,0.9,0.76,0.92,0.96,0.83,0.76,0.71,0.85,0.94,0.74,0.08,1.01,0.9,0.93,0.96,0.99,0.9,0.83,0.72
wikipediardware.csv,0.81,0.68,0.79,0.74,0.79,0.77,0.76,0.79,0.63,0.55,0.7,0.69,0.66,0.59,0.95,0.85,0.56,0.95,0.03
xtreemfs.csv,0.45,0.5,0.68,0.85,0.57,0.61,0.91,0.69,0.35,0.52,0.74,0.53,0.71,0.5,0.02,0.41,0.52,0.76,0.5
