,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.97,0.22,0.58,0.33,0.12,0.05,0.43,0.47,0.94,0.52,0.17,0.23,0.77,0.31,0.82,0.23,0.39,0.71,0.58
apolloplayer.csv,0.1,0.96,0.53,0.28,0.21,0.05,0.54,0.6,0.92,0.62,0.23,0.18,0.87,0.39,0.92,0.21,0.22,0.64,0.73
auber.csv,0.17,0.25,0.42,0.11,0.12,0.09,0.63,0.57,0.96,1.0,0.26,0.0,0.79,0.64,0.9,0.0,0.26,0.56,0.88
cortex-vfx.csv,0.26,0.29,0.44,0.15,0.23,0.18,0.63,0.59,0.94,0.81,0.27,0.16,0.8,0.36,0.92,0.83,0.97,0.9,0.6
growl-for-windows.csv,0.23,0.2,0.42,0.19,0.18,0.11,0.51,0.51,0.96,0.69,0.22,0.22,0.76,0.33,0.91,0.9,0.35,1.0,0.8
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.09,1.0,0.89,1.0,0.8,0.19,0.0,0.0,0.5,0.2,0.55,1.0,0.18,0.93,0.0
ildjit.csv,0.17,1.0,0.38,0.96,0.07,0.0,0.56,0.67,1.0,0.5,0.1,0.25,0.6,0.14,0.69,0.67,0.21,0.93,0.2
jfreereport.csv,0.09,0.16,0.37,0.11,0.99,0.06,0.55,0.57,0.94,0.53,0.23,0.0,0.74,0.3,0.92,0.91,0.16,0.83,0.67
keyczar.csv,0.07,0.11,0.32,0.42,0.07,0.0,0.37,0.33,1.0,0.39,0.16,0.07,0.96,0.31,0.72,0.0,0.33,0.56,0.82
moast.csv,0.0,0.4,0.0,0.0,0.16,0.0,0.73,1.0,1.0,0.83,0.2,1.0,0.0,0.0,1.0,1.0,0.25,0.0,0.86
opde.csv,0.18,0.3,0.96,0.17,0.16,0.09,0.57,0.56,0.97,0.69,0.22,0.22,0.85,0.55,0.91,0.88,0.3,0.71,0.83
openfrag.csv,0.14,0.28,0.38,0.23,0.14,0.1,0.48,0.95,0.98,0.69,0.21,0.22,0.62,0.39,0.9,0.93,0.21,0.64,0.78
passwordsafe.csv,0.16,0.39,0.33,0.13,0.16,0.1,0.72,0.7,0.93,0.7,0.27,0.33,0.88,0.95,0.93,0.65,0.27,0.71,0.86
ppcboot.csv,0.14,0.2,0.47,0.2,0.15,0.11,0.97,0.7,0.95,0.72,0.22,0.23,0.8,0.33,0.93,0.94,0.25,0.64,0.74
quark.csv,0.37,0.62,0.0,0.0,0.22,0.0,0.0,1.0,1.0,0.62,0.0,1.0,0.0,0.81,0.92,0.43,0.5,1.0,0.0
super-tux.csv,0.13,0.23,0.34,0.23,0.15,0.08,0.53,0.55,1.0,0.55,0.22,0.21,0.76,0.36,0.85,0.92,0.21,0.61,0.73
synergyspace.csv,0.11,0.35,0.33,0.08,0.13,0.09,0.66,0.71,0.89,0.75,1.0,0.0,1.0,0.4,0.66,0.6,0.23,0.62,0.8
wikipediardware.csv,0.12,0.3,0.36,0.22,0.15,0.08,0.51,0.56,0.96,0.66,0.23,0.23,0.78,0.44,0.76,0.85,0.29,0.52,1.0
xtreemfs.csv,0.24,0.36,0.42,0.17,0.18,0.11,0.52,0.58,0.99,0.67,0.23,0.3,0.78,0.55,1.0,0.95,0.32,0.71,0.88
