,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.96,0.36,0.32,0.72,0.31,0.32,0.4,0.42,0.38,0.22,0.47,0.47,0.39,0.48,0.19,0.04,0.44,0.63,0.31
apolloplayer.csv,0.45,0.93,0.41,0.65,0.4,0.31,0.39,0.51,0.0,0.43,0.6,0.51,0.31,0.59,0.64,0.03,0.54,0.51,0.27
auber.csv,0.48,0.53,0.53,0.04,0.52,0.59,0.33,0.49,0.59,0.98,0.49,0.0,0.27,0.42,0.63,0.0,0.55,0.28,0.61
cortex-vfx.csv,0.42,0.29,0.36,0.31,0.33,0.48,0.18,0.18,0.48,0.29,0.18,0.35,0.1,0.45,0.28,0.16,0.92,0.55,0.19
growl-for-windows.csv,0.56,0.46,0.64,0.48,0.64,0.64,0.52,0.46,0.56,0.52,0.59,0.61,0.53,0.51,0.75,0.5,0.62,0.98,0.46
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.1,1.0,0.07,0.02,0.05,0.05,0.0,0.0,0.02,0.02,0.02,0.15,0.07,0.41,0.0
ildjit.csv,0.04,0.05,0.15,0.94,0.09,0.0,0.1,0.04,0.04,0.04,0.05,0.18,0.07,0.02,0.04,0.01,0.27,0.44,0.04
jfreereport.csv,0.4,0.38,0.54,0.24,0.93,0.42,0.59,0.58,0.44,0.46,0.51,0.0,0.5,0.44,0.65,0.58,0.37,0.59,0.37
keyczar.csv,0.19,0.14,0.32,0.67,0.14,0.0,0.33,0.25,0.07,0.22,0.14,0.1,0.97,0.36,0.12,0.0,0.06,0.17,0.28
moast.csv,0.0,0.1,0.0,0.0,0.11,0.0,0.07,0.07,0.01,0.09,0.05,0.18,0.0,0.0,0.17,0.99,0.04,0.0,0.19
opde.csv,0.66,0.55,0.9,0.34,0.59,0.58,0.6,0.53,0.6,0.57,0.58,0.36,0.5,0.61,0.78,0.13,0.5,0.64,0.53
openfrag.csv,0.57,0.65,0.56,0.27,0.33,0.63,0.49,0.95,0.6,0.73,0.48,0.57,0.12,0.61,0.74,0.74,0.45,0.45,0.65
passwordsafe.csv,0.54,0.57,0.36,0.34,0.63,0.56,0.54,0.46,0.42,0.64,0.69,0.78,0.36,0.94,0.74,0.14,0.54,0.56,0.37
ppcboot.csv,0.57,0.43,0.66,0.45,0.62,0.64,0.91,0.64,0.58,0.69,0.45,0.61,0.29,0.42,0.69,0.83,0.53,0.29,0.57
quark.csv,0.3,0.25,0.0,0.0,0.07,0.0,0.0,0.02,0.1,0.15,0.0,1.0,0.0,0.35,0.05,0.01,0.15,0.04,0.0
super-tux.csv,0.0,0.0,0.17,0.0,0.51,0.05,0.0,0.0,1.0,0.17,0.57,0.53,0.0,0.0,0.36,0.74,0.0,0.45,0.0
synergyspace.csv,0.13,0.29,0.1,0.09,0.24,0.33,0.36,0.18,0.1,0.31,0.93,0.0,0.12,0.09,0.07,0.01,0.12,0.26,0.36
wikipediardware.csv,0.5,0.69,0.53,0.48,0.56,0.51,0.52,0.54,0.53,0.73,0.61,0.62,0.57,0.67,0.37,0.43,0.63,0.36,0.98
xtreemfs.csv,0.72,0.66,0.44,0.24,0.65,0.57,0.12,0.46,0.73,0.73,0.35,0.62,0.42,0.61,0.99,0.87,0.64,0.32,0.59
