,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,8.0,11.0,3.0,0.0,3.0,1.0,3.0,224.0,20.0,7.0,0.0,0.0
emono.csv,1.0,0.0,23.0,3.0,0.0,0.0,0.0,1.0,106.0,38.0,20.0,3.0,0.0
freedom-erp.csv,78.0,6.0,133.0,84.0,114.0,0.0,0.0,0.0,224.0,70.0,56.0,71.0,0.0
haggle.csv,2.0,4.0,28.0,1.0,0.0,1.0,0.0,166.0,39.0,4.0,15.0,4.0,0.0
jbpm.csv,78.0,0.0,133.0,1.0,1.0,3.0,225.0,0.0,224.0,70.0,56.0,0.0,0.0
jgossipforum.csv,78.0,431.0,0.0,2.0,3.0,0.0,0.0,166.0,0.0,70.0,56.0,1.0,0.0
joustsim.csv,4.0,8.0,11.0,8.0,0.0,3.0,2.0,1.0,8.0,0.0,14.0,0.0,0.0
log4net.csv,78.0,0.0,0.0,84.0,114.0,68.0,225.0,166.0,224.0,70.0,56.0,71.0,121.0
madman.csv,5.0,431.0,133.0,84.0,0.0,1.0,0.0,166.0,224.0,70.0,0.0,71.0,121.0
mediate.csv,0.0,41.0,24.0,1.0,1.0,0.0,1.0,5.0,40.0,11.0,14.0,3.0,0.0
pustefix.csv,1.0,1.0,43.0,0.0,0.0,2.0,0.0,1.0,118.0,5.0,10.0,6.0,0.0
synecdoche.csv,4.0,17.0,9.0,4.0,0.0,0.0,0.0,1.0,54.0,19.0,6.0,0.0,0.0
tmva.csv,0.0,45.0,16.0,1.0,4.0,0.0,0.0,0.0,120.0,31.0,13.0,0.0,0.0
