,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.94,0.85,0.79,0.94,0.96,0.86,0.97,0.59,0.98,0.73,0.9,0.75,0.95
emono.csv,0.5,0.47,0.63,0.47,0.59,0.35,0.61,0.52,0.6,0.62,0.51,0.41,0.53
freedom-erp.csv,0.0,0.92,0.67,0.0,0.0,0.5,0.86,0.4,0.0,0.5,0.0,0.0,0.83
haggle.csv,0.74,0.73,0.57,0.56,0.56,0.86,0.53,0.67,0.84,0.57,0.56,0.69,0.68
jbpm.csv,0.0,0.98,0.86,0.83,0.96,0.89,0.67,0.94,0.89,0.5,0.0,0.89,0.8
jgossipforum.csv,0.0,0.0,0.5,0.67,0.8,0.0,0.5,0.0,0.8,0.0,0.0,0.8,0.75
joustsim.csv,0.7,0.97,0.93,0.72,0.61,0.83,0.95,0.95,0.96,0.9,0.44,0.42,0.51
log4net.csv,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.52,0.86,0.67,0.75,0.92,0.5,0.75,0.0,0.0,0.5,0.86,0.0,0.0
mediate.csv,0.44,0.6,0.55,0.65,0.63,0.47,0.67,0.43,0.63,0.59,0.5,0.62,0.53
pustefix.csv,0.51,0.71,0.55,0.74,0.92,0.94,0.98,0.49,0.53,0.92,0.67,0.91,0.91
synecdoche.csv,0.47,0.8,0.68,0.75,0.79,0.42,0.65,0.4,0.56,0.62,0.67,0.63,0.57
tmva.csv,0.54,0.46,0.43,0.65,0.47,0.4,0.52,0.32,0.52,0.54,0.42,0.5,0.58
