,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,0.94,0.7,0.94,0.82,0.93,0.83,0.68,1.03,0.86,0.89,0.93,0.84
emono.csv,0.64,0.86,0.49,0.79,0.7,0.79,0.58,0.87,0.73,1.04,0.82,0.89,0.03
freedom-erp.csv,1.0,0.94,1.0,1.0,1.0,0.95,0.96,0.02,1.0,1.0,1.0,1.0,0.93
haggle.csv,0.79,0.82,0.75,0.57,0.05,0.82,0.97,1.0,0.83,0.45,0.58,0.75,0.7
jbpm.csv,1.0,0.06,1.0,0.92,0.84,0.98,1.0,0.88,1.0,1.0,1.0,0.83,0.95
jgossipforum.csv,1.0,1.0,0.67,0.96,0.98,0.97,0.99,1.0,0.0,1.0,1.0,0.93,0.96
joustsim.csv,0.87,0.93,0.7,0.86,0.76,0.96,0.85,0.95,0.61,0.09,0.5,0.68,0.64
log4net.csv,1.0,0.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.68,1.0,1.0,1.0,0.82,0.97,0.98,1.0,1.0,1.0,0.12,1.0,1.0
mediate.csv,0.7,0.67,0.49,0.53,0.69,0.03,0.64,0.81,0.38,0.59,0.7,0.78,0.6
pustefix.csv,0.82,0.69,0.78,0.0,0.9,0.77,0.85,0.8,0.7,0.56,0.82,0.88,0.79
synecdoche.csv,0.71,0.69,0.7,0.8,0.77,0.57,0.68,0.51,0.57,0.88,0.7,0.07,0.61
tmva.csv,0.74,0.93,0.6,0.94,0.7,0.78,0.0,0.69,0.82,0.89,0.64,0.56,0.64
