,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.12,0.37,0.11,0.24,0.1,0.2,0.45,0.0,0.3,0.14,0.09,0.21
emono.csv,0.62,0.45,0.66,0.52,0.56,0.54,0.6,0.43,0.54,0.3,0.49,0.39,0.99
freedom-erp.csv,0.0,0.07,0.0,0.0,0.0,0.06,0.05,0.99,0.0,0.0,0.0,0.0,0.1
haggle.csv,0.29,0.27,0.37,0.63,0.98,0.25,0.37,0.0,0.23,0.66,0.6,0.37,0.4
jbpm.csv,0.0,0.95,0.0,0.11,0.23,0.06,0.0,0.15,0.0,0.0,0.0,0.2,0.06
jgossipforum.csv,0.0,0.0,0.38,0.05,0.04,0.04,0.01,0.0,1.0,0.0,0.0,0.09,0.05
joustsim.csv,0.22,0.1,0.37,0.2,0.36,0.06,0.19,0.09,0.45,0.93,0.71,0.54,0.52
log4net.csv,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.57,0.0,0.0,0.0,0.22,0.04,0.02,0.0,0.0,0.0,0.9,0.0,0.0
mediate.csv,0.5,0.48,0.84,0.56,0.45,0.98,0.53,0.49,0.77,0.56,0.61,0.45,0.57
pustefix.csv,0.46,0.5,0.54,1.0,0.13,0.3,0.21,0.49,0.62,0.5,0.29,0.17,0.35
synecdoche.csv,0.46,0.39,0.37,0.26,0.3,0.64,0.42,0.72,0.6,0.21,0.42,0.94,0.59
tmva.csv,0.45,0.39,0.77,0.25,0.45,0.54,1.0,0.65,0.49,0.43,0.69,0.67,0.58
