,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.07,0.06,0.1,0.31,0.13,0.29,0.5,0.0,0.15,0.11,0.12,0.28
emono.csv,0.35,0.19,0.08,0.37,0.63,0.68,0.69,0.49,0.04,0.12,0.2,0.56,0.99
freedom-erp.csv,0.0,0.09,0.0,0.0,0.0,0.1,0.08,0.99,0.0,0.0,0.0,0.0,0.14
haggle.csv,0.23,0.14,0.04,0.45,0.98,0.3,0.52,0.0,0.04,0.41,0.29,0.36,0.48
jbpm.csv,0.0,0.97,0.0,0.14,0.3,0.08,0.0,0.21,0.0,0.0,0.0,0.26,0.09
jgossipforum.csv,0.0,0.0,0.4,0.08,0.05,0.05,0.01,0.0,1.0,0.0,0.0,0.12,0.07
joustsim.csv,0.15,0.1,0.06,0.2,0.43,0.09,0.27,0.12,0.12,0.95,0.34,0.48,0.58
log4net.csv,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.32,0.0,0.0,0.0,0.3,0.05,0.04,0.0,0.0,0.0,0.93,0.0,0.0
mediate.csv,0.29,0.21,0.09,0.49,0.52,0.99,0.62,0.54,0.1,0.3,0.26,0.39,0.63
pustefix.csv,0.25,0.2,0.04,1.0,0.18,0.36,0.29,0.55,0.05,0.42,0.15,0.2,0.42
synecdoche.csv,0.28,0.23,0.06,0.26,0.37,0.66,0.51,0.74,0.06,0.12,0.23,0.96,0.66
tmva.csv,0.26,0.14,0.07,0.17,0.52,0.6,1.0,0.75,0.04,0.19,0.3,0.59,0.64
