,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.51,0.52,0.48,0.45,0.39,0.75,0.43,0.46,0.44,0.75,0.5,0.41,0.75,0.46
crisscross.csv,0.5,0.42,0.5,0.45,0.38,0.5,0.36,0.41,0.36,0.52,0.62,0.34,0.49,0.34
gisgraphy.csv,0.99,0.75,0.8,0.94,0.8,0.0,0.91,0.82,0.91,0.88,0.92,0.41,0.96,0.65
glelite.csv,0.48,0.57,0.43,0.41,0.38,0.43,0.34,0.39,0.33,0.52,0.5,0.44,0.47,0.32
gnome-jabber.csv,0.64,0.42,0.64,0.51,0.35,0.48,0.37,0.47,0.44,0.46,0.51,0.58,0.54,0.46
ivataopenportal.csv,0.46,0.42,0.48,0.42,0.35,0.53,0.42,0.38,0.34,0.51,0.49,0.34,0.4,0.31
mb-unit.csv,0.48,0.93,0.63,0.45,0.38,0.42,0.37,0.4,0.35,0.51,0.5,0.47,0.5,0.32
mvdsv.csv,0.94,0.58,0.0,0.98,0.88,0.5,0.75,0.91,0.86,0.75,0.9,0.86,0.94,0.86
nova.csv,0.64,0.55,0.68,0.59,0.56,0.64,0.44,0.65,0.69,0.48,0.68,0.47,0.75,0.54
olex2.csv,0.53,0.53,0.65,0.53,0.44,0.44,0.67,0.68,0.43,0.45,0.51,0.45,0.97,0.45
openwbem.csv,0.46,0.83,0.75,0.6,0.48,0.57,0.46,0.68,0.54,0.45,0.55,0.49,0.97,0.45
tencompetence.csv,0.99,0.8,0.83,0.7,0.95,0.54,0.66,0.96,0.58,0.97,0.82,0.91,0.67,0.75
xcmetadataservicestoolkit.csv,0.95,0.5,0.5,0.68,0.38,0.46,0.42,0.6,0.38,0.52,0.6,0.64,0.6,0.35
