,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.24,0.48,0.63,0.53,0.49,0.4,0.4,0.51,0.29,0.54,0.48,0.99,0.24,0.4,0.33
firebird.csv,0.32,0.39,0.48,0.98,0.61,0.42,0.34,0.44,0.2,0.69,0.49,0.33,0.21,0.38,0.5
flylegacy.csv,0.3,0.06,1.0,0.68,0.72,0.61,0.24,0.25,0.21,0.33,0.47,0.39,0.49,0.33,0.21
gzigzag.csv,0.1,0.31,0.4,0.43,0.37,0.28,0.88,0.33,0.15,0.34,0.32,0.22,0.21,0.4,0.3
hydrogen.csv,0.32,0.62,0.4,0.46,0.21,0.23,0.24,0.44,0.97,0.35,0.34,0.11,0.24,0.25,0.43
mcore3d.csv,0.15,0.61,0.68,0.63,0.99,0.59,0.36,0.62,0.33,0.61,0.53,0.77,0.47,0.35,0.4
nabu-library.csv,0.34,0.59,0.58,0.49,0.65,0.55,0.31,0.31,0.24,0.36,0.49,0.77,0.99,0.3,0.34
ogrehg.csv,0.11,0.39,0.65,0.46,0.46,0.55,0.43,0.53,0.27,0.65,0.96,0.43,0.18,0.4,0.38
qgo.csv,0.34,1.0,0.76,0.6,0.64,0.53,0.42,0.64,0.51,0.59,0.44,0.3,0.39,0.31,0.55
qtractor.csv,0.24,0.66,0.68,0.59,0.55,0.5,0.35,0.59,0.38,0.98,0.54,0.61,0.39,0.4,0.56
rhex.csv,0.96,0.5,0.47,0.47,0.17,0.21,0.37,0.47,0.3,0.43,0.24,0.05,0.14,0.43,0.38
rocrail.csv,0.0,0.41,0.14,0.34,0.09,0.09,0.16,0.29,0.4,0.3,0.23,0.0,0.13,0.27,0.98
webdriver.csv,0.35,0.63,0.29,0.44,0.47,0.45,0.25,1.0,0.29,0.49,0.38,0.15,0.33,0.24,0.53
xined.csv,0.0,0.45,0.23,0.1,0.14,0.21,0.29,0.51,0.36,0.39,0.3,0.19,0.41,1.0,0.14
yield.csv,0.25,0.69,0.76,0.61,0.6,0.94,0.37,0.62,0.36,0.66,0.57,0.57,0.66,0.31,0.52
